filename,spectral_centroid,chroma_stft,spectral_bandwidth,rolloff,tempo,rms,spectral_contrast,spectral_flatness,tonnetz,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
data/135/135054.mp3,1270.6203138693586,0.49737077951431274,1390.572022104514,2571.3692153966067,129.19921875,0.07213658094406128,23.052207718921068,0.000560447049792856,-0.0029717891596516893,-284.72332763671875,136.9547882080078,-1.7371453046798706,47.011165618896484,-5.011598110198975,24.437177658081055,-3.138007164001465,12.870137214660645,7.202197551727295,-2.4711720943450928,9.460236549377441,-5.985339641571045,7.919517993927002,-5.58663272857666,1.3147249221801758,-4.641566753387451,-5.635022163391113,-1.3343150615692139,-8.1502046585083,-1.3316724300384521,Experimental
data/135/135369.mp3,2302.084638936755,0.32711198925971985,2257.315454517369,4836.464170519462,99.38401442307692,0.1456674486398697,23.84756081196248,0.022485211491584778,0.0648039712790646,-89.30735778808594,101.46089172363281,-13.691906929016113,13.478468894958496,-16.342113494873047,-3.2804322242736816,-17.073314666748047,-8.342491149902344,-10.717408180236816,-9.84441089630127,-4.419769287109375,-4.893512725830078,-1.6188418865203857,-4.676155090332031,-12.69728946685791,-4.1690826416015625,-11.920624732971191,-6.205880165100098,-3.5052988529205322,-0.6855676770210266,ProgressiveRock
data/135/135368.mp3,2186.5383075929426,0.37672245502471924,2380.0009800934718,4885.343374049913,123.046875,0.2269834578037262,23.04958793733666,0.01597277633845806,0.02087420186328321,-49.1046142578125,104.26215362548828,-11.728053092956543,20.272146224975586,9.35274887084961,-1.1594784259796143,-6.057931900024414,3.7719836235046387,-6.232093811035156,0.1232733353972435,-11.985173225402832,-5.491429805755615,-3.8956992626190186,-5.4457173347473145,-8.403782844543457,-1.871198296546936,1.35073721408844,2.177309274673462,0.39155352115631104,3.877229690551758,ProgressiveRock
data/135/135374.mp3,2341.175737657906,0.3561723828315735,2462.7712879725527,5011.007853284513,143.5546875,0.33509859442710876,22.77106994465254,0.02070598490536213,0.027172910467737878,6.473586559295654,91.21211242675781,-13.831298828125,14.12419319152832,6.999418258666992,5.13169527053833,-5.744461536407471,16.25751304626465,-3.1274609565734863,3.1427223682403564,2.1319942474365234,2.4947643280029297,-0.5354254841804504,5.26328182220459,-1.948206901550293,3.054363965988159,-5.894283771514893,-8.000173568725586,-4.804769039154053,-0.0751662328839302,ProgressiveRock
data/135/135375.mp3,2500.0144274654185,0.41998228430747986,2416.6246087536206,5080.087301515371,117.45383522727273,0.25677523016929626,23.021550869418903,0.02776380255818367,0.036077267763244526,-2.309831142425537,85.115478515625,-24.8845272064209,25.930845260620117,18.162851333618164,9.156092643737793,-2.2110133171081543,9.212320327758789,-11.953693389892578,-2.2922332286834717,-0.5173541903495789,-7.110018253326416,-8.321763038635254,3.9096570014953613,-8.605310440063477,2.3663275241851807,-4.014827251434326,-1.8876458406448364,0.1663791984319687,-5.592064380645752,AlternativeMetal
data/135/135363.mp3,1567.924144978585,0.2608386278152466,2047.1402702345242,3209.6879644902842,143.5546875,0.20609122514724731,26.112359520557035,0.006587110459804535,0.048771574912550374,-121.90911102294922,118.92073059082031,0.4936998784542084,23.693496704101562,10.821832656860352,13.1240873336792,0.24174849689006805,5.933809280395508,-7.28161096572876,-1.134062647819519,-11.593108177185059,-3.5653955936431885,-8.601527214050293,-4.8447184562683105,-11.46434497833252,-9.30495834350586,-11.204916954040527,-8.434223175048828,-5.815690994262695,1.2740516662597656,ProgressiveRock
data/135/135372.mp3,2648.5193171996398,0.39194899797439575,2549.066584521715,5431.196753552784,143.5546875,0.29267066717147827,22.28188104282257,0.036412157118320465,0.013830298137506865,17.062339782714844,77.5183334350586,-18.305002212524414,19.520933151245117,15.124507904052734,12.211403846740723,-6.440036296844482,7.461744785308838,-8.304253578186035,0.4629034698009491,6.970423698425293,5.923517227172852,1.9475001096725464,5.595943450927734,-1.8282395601272583,2.0784003734588623,-4.80308198928833,-1.5820661783218384,-2.275726795196533,-2.6907966136932373,ProgressiveRock
data/135/135373.mp3,2892.870316215647,0.40158748626708984,2590.6424186182044,5945.9411952035725,89.10290948275862,0.3113083243370056,22.50803986191342,0.043938860297203064,0.0007561586400197711,39.57554626464844,63.576812744140625,-25.272680282592773,18.626558303833008,7.241959095001221,2.6498661041259766,-3.4488186836242676,17.547557830810547,-3.093743085861206,1.8654372692108154,6.354537010192871,4.434681415557861,1.461605191230774,6.208804130554199,-4.196050643920898,3.092205047607422,-1.6355564594268799,-3.548090696334839,-2.1625890731811523,-1.5154273509979248,ProgressiveRock
data/135/135365.mp3,2785.2846648280943,0.48051729798316956,2648.9873660520693,5844.624261347158,143.5546875,0.28954946994781494,21.982478896793797,0.042751092463731766,0.006510476700061315,13.443648338317871,71.16709899902344,-15.38907527923584,25.158512115478516,17.262922286987305,15.147322654724121,5.489407539367676,9.61133098602295,-4.285478115081787,8.58873176574707,3.178886651992798,0.9608332514762878,3.1659770011901855,9.407517433166504,-2.918844223022461,2.7155661582946777,0.4485514163970947,1.25839364528656,-4.247711658477783,-3.793001174926758,ProgressiveRock
data/135/135371.mp3,1779.9725571397933,0.26294445991516113,2293.3762625035715,3486.8443944858636,117.45383522727273,0.19048364460468292,24.12002143321305,0.01069418154656887,0.0845432327212042,-126.54679870605469,125.94666290283203,20.747224807739258,10.389800071716309,6.986992359161377,-0.36843013763427734,-1.1244863271713257,1.235874056816101,-13.977839469909668,-3.3627002239227295,-7.5555572509765625,-7.945555210113525,-6.314466953277588,-3.686211109161377,-2.7946598529815674,-4.211144924163818,-7.077118873596191,-5.710819721221924,-6.100344657897949,-1.479173183441162,ProgressiveRock
